epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,52.2161,0.60873,0.67306,0.90584,0.82994,0.80021,0.88686,0.67746,0.96294,1.08118,1.05964,0.000783203,0.000783203,0.000783203
38,53.4163,0.58344,0.67353,0.89604,0.8231,0.84412,0.89993,0.68191,0.97245,1.11459,1.06596,0.000792283,0.000792283,0.000792283
39,54.5503,0.60351,0.7081,0.90241,0.85916,0.84839,0.91045,0.69261,0.95915,1.024,1.05419,0.000800703,0.000800703,0.000800703
40,55.6858,0.60953,0.71242,0.93123,0.85916,0.84839,0.91045,0.69261,0.95915,1.024,1.05419,0.000808463,0.000808463,0.000808463
41,56.8596,0.61608,0.66734,0.90481,0.88509,0.87818,0.92495,0.70112,0.9441,0.9454,1.03779,0.000815563,0.000815563,0.000815563
42,58.0863,0.60415,0.66799,0.88487,0.93623,0.8287,0.93238,0.71496,0.90142,0.90897,1.00706,0.000822003,0.000822003,0.000822003
43,59.1636,0.59324,0.67027,0.9037,0.93623,0.8287,0.93238,0.71496,0.90142,0.90897,1.00706,0.000827782,0.000827782,0.000827782
44,60.3436,0.54979,0.68914,0.91085,0.93291,0.84883,0.93828,0.72073,0.88993,0.87855,1.00077,0.000832902,0.000832902,0.000832902
45,61.4752,0.66277,0.6801,0.93661,0.93291,0.84883,0.93828,0.72073,0.88993,0.87855,1.00077,0.000837361,0.000837361,0.000837361
46,62.6652,0.64457,0.68318,0.92037,0.89941,0.84581,0.93471,0.72642,0.89277,0.83407,1.00332,0.00084116,0.00084116,0.00084116
47,63.8606,0.65566,0.71861,0.90292,0.89941,0.84581,0.93471,0.72642,0.89277,0.83407,1.00332,0.000844299,0.000844299,0.000844299
48,64.9952,0.58315,0.63624,0.88856,0.89271,0.87392,0.93485,0.70704,0.8897,0.78652,0.99828,0.000846778,0.000846778,0.000846778
49,66.164,0.58053,0.63881,0.89824,0.89271,0.87392,0.93485,0.70704,0.8897,0.78652,0.99828,0.000848596,0.000848596,0.000848596
50,67.2872,0.57956,0.62865,0.85639,0.84364,0.89914,0.92326,0.69645,0.89739,0.75185,1.00364,0.000849755,0.000849755,0.000849755
51,68.4257,0.58618,0.63942,0.88643,0.84364,0.89914,0.92326,0.69645,0.89739,0.75185,1.00364,0.000841835,0.000841835,0.000841835
52,69.5674,0.62278,0.66484,0.89368,0.8923,0.85982,0.92317,0.71307,0.87396,0.73745,1.0062,0.000825332,0.000825332,0.000825332
53,70.6819,0.55654,0.59362,0.87688,0.8923,0.85982,0.92317,0.71307,0.87396,0.73745,1.0062,0.000808828,0.000808828,0.000808828
54,71.8202,0.53665,0.64529,0.88534,0.91016,0.84597,0.911,0.70738,0.87841,0.73154,1.01992,0.000792325,0.000792325,0.000792325
55,73.0643,0.57797,0.62953,0.88501,0.91016,0.84597,0.911,0.70738,0.87841,0.73154,1.01992,0.000775822,0.000775822,0.000775822
56,74.3141,0.58158,0.64888,0.89096,0.90868,0.84571,0.90483,0.69737,0.86191,0.74026,1.02014,0.000759318,0.000759318,0.000759318
57,75.4612,0.50898,0.63867,0.88016,0.90868,0.84571,0.90483,0.69737,0.86191,0.74026,1.02014,0.000742815,0.000742815,0.000742815
58,76.5513,0.59022,0.61211,0.89288,0.90867,0.83949,0.90043,0.6858,0.85661,0.74745,1.02911,0.000726312,0.000726312,0.000726312
59,77.7603,0.57382,0.61225,0.86456,0.90867,0.83949,0.90043,0.6858,0.85661,0.74745,1.02911,0.000709809,0.000709809,0.000709809
60,79.1694,0.58108,0.6421,0.87835,0.88868,0.8316,0.89638,0.68228,0.85241,0.74273,1.03066,0.000693305,0.000693305,0.000693305
61,80.4921,0.50094,0.58263,0.87376,0.88868,0.8316,0.89638,0.68228,0.85241,0.74273,1.03066,0.000676802,0.000676802,0.000676802
62,81.7237,0.54163,0.57763,0.87536,0.89188,0.82173,0.8904,0.69051,0.83354,0.73467,1.02221,0.000660299,0.000660299,0.000660299
63,82.9327,0.54489,0.60058,0.87606,0.89188,0.82173,0.8904,0.69051,0.83354,0.73467,1.02221,0.000643795,0.000643795,0.000643795
64,84.1268,0.48383,0.56807,0.86157,0.888,0.84496,0.89485,0.69391,0.84273,0.73019,1.02096,0.000627292,0.000627292,0.000627292
65,85.2472,0.54909,0.59506,0.88222,0.888,0.84496,0.89485,0.69391,0.84273,0.73019,1.02096,0.000610789,0.000610789,0.000610789
66,86.3651,0.49501,0.55822,0.86636,0.91973,0.83673,0.90703,0.7033,0.84469,0.71475,1.01237,0.000594286,0.000594286,0.000594286
67,87.4282,0.49856,0.54444,0.86135,0.91973,0.83673,0.90703,0.7033,0.84469,0.71475,1.01237,0.000577782,0.000577782,0.000577782
68,88.5871,0.56796,0.68601,0.88971,0.92074,0.83011,0.91544,0.72001,0.81006,0.70066,0.99713,0.000561279,0.000561279,0.000561279
69,89.76,0.5402,0.59526,0.85665,0.92074,0.83011,0.91544,0.72001,0.81006,0.70066,0.99713,0.000544776,0.000544776,0.000544776
70,90.9646,0.46449,0.54234,0.85488,0.92925,0.84691,0.92534,0.72593,0.79044,0.70135,0.98963,0.000528272,0.000528272,0.000528272
71,92.0465,0.55851,0.58502,0.90141,0.92925,0.84691,0.92534,0.72593,0.79044,0.70135,0.98963,0.000511769,0.000511769,0.000511769
72,93.2071,0.48375,0.56563,0.8743,0.91944,0.86194,0.92807,0.73147,0.7932,0.69916,0.98611,0.000495266,0.000495266,0.000495266
73,94.4022,0.51398,0.55039,0.84886,0.91944,0.86194,0.92807,0.73147,0.7932,0.69916,0.98611,0.000478762,0.000478762,0.000478762
74,95.5679,0.48755,0.55031,0.84448,0.947,0.84484,0.92989,0.72458,0.79404,0.68944,0.98017,0.000462259,0.000462259,0.000462259
75,96.6669,0.46709,0.53775,0.84789,0.947,0.84484,0.92989,0.72458,0.79404,0.68944,0.98017,0.000445756,0.000445756,0.000445756
76,97.8486,0.49656,0.55213,0.86543,0.94952,0.84485,0.92694,0.72733,0.79738,0.6773,0.97837,0.000429253,0.000429253,0.000429253
77,98.9598,0.52124,0.55309,0.86754,0.94952,0.84485,0.92694,0.72733,0.79738,0.6773,0.97837,0.000412749,0.000412749,0.000412749
78,100.109,0.49472,0.53918,0.84782,0.94803,0.86441,0.92934,0.72605,0.80522,0.66938,0.98059,0.000396246,0.000396246,0.000396246
79,101.21,0.51025,0.6512,0.88836,0.94803,0.86441,0.92934,0.72605,0.80522,0.66938,0.98059,0.000379743,0.000379743,0.000379743
80,102.284,0.48065,0.51468,0.8547,0.94951,0.86616,0.93408,0.73311,0.81184,0.65727,0.98399,0.000363239,0.000363239,0.000363239
81,103.423,0.48165,0.53026,0.8696,0.94951,0.86616,0.93408,0.73311,0.81184,0.65727,0.98399,0.000346736,0.000346736,0.000346736
82,104.534,0.52504,0.58484,0.85554,0.94542,0.87266,0.9379,0.74002,0.80342,0.64923,0.98152,0.000330233,0.000330233,0.000330233
83,105.682,0.46292,0.52826,0.84714,0.94542,0.87266,0.9379,0.74002,0.80342,0.64923,0.98152,0.000313729,0.000313729,0.000313729
84,106.817,0.4754,0.52691,0.85199,0.94784,0.87815,0.94394,0.73658,0.79679,0.63743,0.98058,0.000297226,0.000297226,0.000297226
85,107.993,0.47763,0.54473,0.8514,0.94784,0.87815,0.94394,0.73658,0.79679,0.63743,0.98058,0.000280723,0.000280723,0.000280723
86,109.109,0.5032,0.52215,0.83161,0.93402,0.90228,0.9501,0.74396,0.78921,0.62999,0.97777,0.00026422,0.00026422,0.00026422
87,110.271,0.49769,0.54288,0.86868,0.93402,0.90228,0.9501,0.74396,0.78921,0.62999,0.97777,0.000247716,0.000247716,0.000247716
88,111.414,0.47439,0.51633,0.86503,0.94233,0.92207,0.95431,0.74647,0.78486,0.6247,0.97891,0.000231213,0.000231213,0.000231213
89,112.59,0.46742,0.5222,0.86768,0.94233,0.92207,0.95431,0.74647,0.78486,0.6247,0.97891,0.00021471,0.00021471,0.00021471
90,113.825,0.48934,0.51433,0.87206,0.94181,0.93284,0.95542,0.74879,0.78281,0.62035,0.98231,0.000198206,0.000198206,0.000198206
91,124.662,0.47466,0.74209,0.83988,0.94181,0.93284,0.95542,0.74879,0.78281,0.62035,0.98231,0.000181703,0.000181703,0.000181703
92,125.912,0.47776,0.67756,0.84993,0.93739,0.93776,0.95697,0.75032,0.78694,0.61241,0.98661,0.0001652,0.0001652,0.0001652
93,127.027,0.42042,0.60744,0.83523,0.93739,0.93776,0.95697,0.75032,0.78694,0.61241,0.98661,0.000148696,0.000148696,0.000148696
94,128.151,0.40229,0.56819,0.82159,0.93308,0.92945,0.95767,0.74684,0.79189,0.61078,0.98813,0.000132193,0.000132193,0.000132193
95,129.266,0.39203,0.52608,0.82885,0.93308,0.92945,0.95767,0.74684,0.79189,0.61078,0.98813,0.00011569,0.00011569,0.00011569
96,130.352,0.46122,0.61393,0.83315,0.93359,0.93113,0.95779,0.74589,0.79458,0.61324,0.99117,9.91865e-05,9.91865e-05,9.91865e-05
97,131.458,0.44612,0.63242,0.83346,0.93359,0.93113,0.95779,0.74589,0.79458,0.61324,0.99117,8.26832e-05,8.26832e-05,8.26832e-05
98,132.596,0.43471,0.59533,0.82843,0.9624,0.91415,0.95834,0.74279,0.79446,0.62378,0.99387,6.61799e-05,6.61799e-05,6.61799e-05
99,133.719,0.43178,0.56282,0.83005,0.9624,0.91415,0.95834,0.74279,0.79446,0.62378,0.99387,4.96766e-05,4.96766e-05,4.96766e-05
100,134.791,0.43735,0.55048,0.83954,0.96103,0.91152,0.95701,0.73981,0.79548,0.63236,0.99684,3.31733e-05,3.31733e-05,3.31733e-05
